packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
129,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673660108806,1743180151.3864973,2025-03-28 18:42:31.386497
130,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-78,,,1051735859237,1743180151.4199884,2025-03-28 18:42:31.419988
131,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-78,,,1051735961637,1743180151.4715762,2025-03-28 18:42:31.471576
132,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673660211211,1743180151.489269,2025-03-28 18:42:31.489269
133,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051735961637,1743180151.5226521,2025-03-28 18:42:31.522652
134,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-78,,,1051736064037,1743180151.5738215,2025-03-28 18:42:31.573822
135,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673660313607,1743180151.59151,2025-03-28 18:42:31.591510
136,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180152.4248755,2025-03-28 18:42:32.424875
137,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180152.4605076,2025-03-28 18:42:32.460508
138,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180152.47588,2025-03-28 18:42:32.475880
139,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.4832788,2025-03-28 18:42:32.483279
140,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180152.4978714,2025-03-28 18:42:32.497871
141,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.5240982,2025-03-28 18:42:32.524098
142,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180152.5329936,2025-03-28 18:42:32.532994
143,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-97,,,,1743180152.5362616,2025-03-28 18:42:32.536262
144,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180152.5505579,2025-03-28 18:42:32.550558
145,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-91,,,,1743180152.5530193,2025-03-28 18:42:32.553019
146,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180152.567702,2025-03-28 18:42:32.567702
147,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180152.5732098,2025-03-28 18:42:32.573210
148,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180152.5987673,2025-03-28 18:42:32.598767
149,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.6010306,2025-03-28 18:42:32.601031
150,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-97,,,,1743180152.604345,2025-03-28 18:42:32.604345
151,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180152.6139061,2025-03-28 18:42:32.613906
152,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.623716,2025-03-28 18:42:32.623716
153,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.632625,2025-03-28 18:42:32.632625
154,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180152.6369286,2025-03-28 18:42:32.636929
155,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180152.646344,2025-03-28 18:42:32.646344
156,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-88,,,3053588480037,1743180156.9809291,2025-03-28 18:42:36.980929
157,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-76,,,515077734437,1743180157.4092488,2025-03-28 18:42:37.409249
158,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-76,,,515077734437,1743180157.4605634,2025-03-28 18:42:37.460563
159,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-77,,,515077836837,1743180157.5114844,2025-03-28 18:42:37.511484
160,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-76,,,515077836837,1743180157.5629842,2025-03-28 18:42:37.562984
161,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515077939237,1743180157.6138184,2025-03-28 18:42:37.613818
162,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,52,5260,5,False,False,-89,,,,1743180157.615218,2025-03-28 18:42:37.615218
163,66,,,a2:8a:e4:5a:49:e1,0x001d,1,6,52,5260,5,False,False,-78,,,,1743180157.6152341,2025-03-28 18:42:37.615234
164,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,56,5280,5,False,False,-87,,,,1743180157.6582596,2025-03-28 18:42:37.658260
165,454,08:aa:89:69:01:8d,08:aa:89:69:01:8d,ff:ff:ff:ff:ff:ff,0x0008,0,6,60,5300,5,False,False,-91,,,164264960093,1743180157.8998065,2025-03-28 18:42:37.899806
166,454,08:aa:89:69:01:8d,08:aa:89:69:01:8d,ff:ff:ff:ff:ff:ff,0x0008,0,6,60,5300,5,False,False,-94,,,164265062470,1743180158.0023756,2025-03-28 18:42:38.002376
167,454,08:aa:89:69:01:8d,08:aa:89:69:01:8d,ff:ff:ff:ff:ff:ff,0x0008,0,6,60,5300,5,False,False,-97,,,164265164865,1743180158.1045902,2025-03-28 18:42:38.104590
168,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-76,,,1051742924837,1743180158.4346602,2025-03-28 18:42:38.434660
169,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673667174409,1743180158.45256,2025-03-28 18:42:38.452560
170,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-76,,,1051742924837,1743180158.4858835,2025-03-28 18:42:38.485883
171,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-76,,,1051743027237,1743180158.5374327,2025-03-28 18:42:38.537433
172,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673667276805,1743180158.5551531,2025-03-28 18:42:38.555153
173,84,,30:b1:b5:86:71:aa,70:97:41:04:3c:45,0x0019,1,24,100,5500,5,False,False,-87,,,,1743180158.575519,2025-03-28 18:42:38.575519
174,66,,,60:35:73:8f:05:76,0x001c,1,24,100,5500,5,False,False,-86,,,,1743180158.578825,2025-03-28 18:42:38.578825
175,84,,26:b1:b5:86:71:aa,60:35:73:8f:05:76,0x0019,1,24,100,5500,5,False,False,-87,,,,1743180158.578856,2025-03-28 18:42:38.578856
176,66,,,60:35:73:8f:05:76,0x001c,1,24,100,5500,5,False,False,-88,,,,1743180158.5799294,2025-03-28 18:42:38.579929
177,84,,26:b1:b5:86:71:aa,60:35:73:8f:05:76,0x0019,1,24,100,5500,5,False,False,-87,,,,1743180158.5799828,2025-03-28 18:42:38.579983
178,72,,30:b1:b5:86:71:aa,70:97:41:04:3c:45,0x001b,1,6,100,5500,5,False,False,-92,,,,1743180158.5802267,2025-03-28 18:42:38.580227
179,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-78,,,1051743027237,1743180158.5883384,2025-03-28 18:42:38.588338
180,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-77,,,1051743129637,1743180158.6396785,2025-03-28 18:42:38.639678
181,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-86,,,6673667379211,1743180158.6574047,2025-03-28 18:42:38.657405
182,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180159.4569802,2025-03-28 18:42:39.456980
183,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180159.460413,2025-03-28 18:42:39.460413
184,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.467996,2025-03-28 18:42:39.467996
185,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-98,,,,1743180159.4743955,2025-03-28 18:42:39.474396
186,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180159.480319,2025-03-28 18:42:39.480319
187,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.4879823,2025-03-28 18:42:39.487982
188,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.4934003,2025-03-28 18:42:39.493400
189,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180159.5032108,2025-03-28 18:42:39.503211
190,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.512481,2025-03-28 18:42:39.512481
191,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-95,,,,1743180159.522563,2025-03-28 18:42:39.522563
192,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-97,,,,1743180159.5274956,2025-03-28 18:42:39.527496
193,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180159.5610776,2025-03-28 18:42:39.561078
194,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.5649905,2025-03-28 18:42:39.564991
195,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-97,,,,1743180159.5775602,2025-03-28 18:42:39.577560
196,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-95,,,,1743180159.620382,2025-03-28 18:42:39.620382
197,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-93,,,,1743180159.6249993,2025-03-28 18:42:39.624999
198,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-95,,,,1743180159.653748,2025-03-28 18:42:39.653748
199,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-94,,,,1743180159.6641676,2025-03-28 18:42:39.664168
200,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-96,,,,1743180159.6941571,2025-03-28 18:42:39.694157
201,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-97,,,,1743180159.7031496,2025-03-28 18:42:39.703150
202,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-88,,,3053595545637,1743180164.0465767,2025-03-28 18:42:44.046577
203,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515084697637,1743180164.4240608,2025-03-28 18:42:44.424061
204,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-79,,,515084800037,1743180164.4751573,2025-03-28 18:42:44.475157
205,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515084800037,1743180164.5264645,2025-03-28 18:42:44.526464
206,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515084902437,1743180164.5772626,2025-03-28 18:42:44.577263
207,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-80,,,515084902437,1743180164.628862,2025-03-28 18:42:44.628862
208,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,60,5300,5,False,False,-89,,,,1743180164.9888272,2025-03-28 18:42:44.988827
209,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,60,5300,5,False,False,-90,,,,1743180165.0313895,2025-03-28 18:42:45.031389
210,454,08:aa:89:69:01:8d,08:aa:89:69:01:8d,ff:ff:ff:ff:ff:ff,0x0008,0,6,60,5300,5,False,False,-95,,,164272128081,1743180165.0680656,2025-03-28 18:42:45.068066
211,66,,,46:cf:b3:b8:9f:48,0x001d,1,6,60,5300,5,False,False,-94,,,,1743180165.0699062,2025-03-28 18:42:45.069906
212,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-77,,,1051749888037,1743180165.449515,2025-03-28 18:42:45.449515
213,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051749990437,1743180165.5004587,2025-03-28 18:42:45.500459
214,72,,30:b1:b5:86:71:aa,70:97:41:04:3c:45,0x001b,1,6,100,5500,5,False,False,-91,,,,1743180165.505584,2025-03-28 18:42:45.505584
215,84,,30:b1:b5:86:71:aa,70:97:41:04:3c:45,0x0019,1,24,100,5500,5,False,False,-87,,,,1743180165.5065203,2025-03-28 18:42:45.506520
216,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673674240009,1743180165.5186117,2025-03-28 18:42:45.518612
217,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-80,,,1051749990437,1743180165.5518436,2025-03-28 18:42:45.551844
218,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051750092837,1743180165.6028397,2025-03-28 18:42:45.602840
219,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-86,,,6673674342405,1743180165.6208425,2025-03-28 18:42:45.620842
220,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-80,,,1051750092837,1743180165.65432,2025-03-28 18:42:45.654320
221,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-86,,,3053602508837,1743180171.0104148,2025-03-28 18:42:51.010415
222,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-85,,,3053602611237,1743180171.112389,2025-03-28 18:42:51.112389
223,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515091763237,1743180171.4386127,2025-03-28 18:42:51.438613
224,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,52,5260,5,False,False,-89,,,,1743180171.4402764,2025-03-28 18:42:51.440276
225,66,,,a2:8a:e4:5a:49:e1,0x001d,1,6,52,5260,5,False,False,-79,,,,1743180171.4403076,2025-03-28 18:42:51.440308
226,134,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0028,2,6,52,5260,5,False,False,-91,,,,1743180171.4424417,2025-03-28 18:42:51.442442
227,66,,,a2:8a:e4:5a:49:e1,0x001d,1,6,52,5260,5,False,False,-79,,,,1743180171.4424725,2025-03-28 18:42:51.442472
228,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,52,5260,5,False,False,-90,,,,1743180171.4826066,2025-03-28 18:42:51.482607
229,66,,,a2:8a:e4:5a:49:e1,0x001d,1,6,52,5260,5,False,False,-79,,,,1743180171.4826593,2025-03-28 18:42:51.482659
230,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-79,,,515091763237,1743180171.4897833,2025-03-28 18:42:51.489783
231,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-79,,,515091865637,1743180171.5410068,2025-03-28 18:42:51.541007
232,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515091865637,1743180171.5923228,2025-03-28 18:42:51.592323
233,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-79,,,515091968037,1743180171.643587,2025-03-28 18:42:51.643587
234,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-81,,,1051756953637,1743180172.5153804,2025-03-28 18:42:52.515380
235,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-81,,,1051757056037,1743180172.5663216,2025-03-28 18:42:52.566322
236,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-86,,,6673681305608,1743180172.5842693,2025-03-28 18:42:52.584269
237,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-81,,,1051757056037,1743180172.6176188,2025-03-28 18:42:52.617619
238,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-82,,,1051757158454,1743180172.6688497,2025-03-28 18:42:52.668850
239,66,,,42:e2:6c:48:11:1e,0x001d,1,24,100,5500,5,False,False,-81,,,,1743180172.6743855,2025-03-28 18:42:52.674386
240,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-86,,,6673681408005,1743180172.6865845,2025-03-28 18:42:52.686584
241,66,,,42:e2:6c:48:11:1e,0x001d,1,24,100,5500,5,False,False,-81,,,,1743180172.692879,2025-03-28 18:42:52.692879
242,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-82,,,1051757158437,1743180172.719784,2025-03-28 18:42:52.719784
243,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-87,,,3053609472037,1743180177.973712,2025-03-28 18:42:57.973712
244,390,0c:73:29:b5:e8:db,0c:73:29:b5:e8:db,ff:ff:ff:ff:ff:ff,0x0008,0,6,44,5220,5,False,False,-88,,,3053609574437,1743180178.0757697,2025-03-28 18:42:58.075770
245,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515098828837,1743180178.5046744,2025-03-28 18:42:58.504674
246,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-78,,,515098828837,1743180178.5558255,2025-03-28 18:42:58.555825
247,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-80,,,515098931237,1743180178.6067832,2025-03-28 18:42:58.606783
248,335,74:9d:79:64:e5:5f,74:9d:79:64:e5:5f,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-80,,,515098931237,1743180178.6582346,2025-03-28 18:42:58.658235
249,383,74:9d:79:64:e5:5e,74:9d:79:64:e5:5e,ff:ff:ff:ff:ff:ff,0x0008,0,6,52,5260,5,False,False,-79,,,515099033637,1743180178.7094948,2025-03-28 18:42:58.709495
250,454,08:aa:89:69:01:8d,08:aa:89:69:01:8d,ff:ff:ff:ff:ff:ff,0x0008,0,6,60,5300,5,False,False,-94,,,164286156894,1743180179.0975256,2025-03-28 18:42:59.097526
251,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,64,5320,5,False,False,-93,,,,1743180179.4273674,2025-03-28 18:42:59.427367
252,178,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0028,2,6,64,5320,5,False,False,-92,,,,1743180179.4298863,2025-03-28 18:42:59.429886
253,80,74:9d:79:64:e5:5e,a2:8a:e4:5a:49:e1,74:9d:79:64:e5:5e,0x0024,2,6,64,5320,5,False,False,-94,,,,1743180179.4705222,2025-03-28 18:42:59.470522
254,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051764019237,1743180179.530158,2025-03-28 18:42:59.530158
255,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-85,,,6673688268804,1743180179.5480068,2025-03-28 18:42:59.548007
256,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051764019237,1743180179.5812345,2025-03-28 18:42:59.581234
257,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051764121637,1743180179.6321483,2025-03-28 18:42:59.632148
258,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-87,,,6673688371211,1743180179.6502135,2025-03-28 18:42:59.650213
259,322,d8:21:da:86:f5:af,d8:21:da:86:f5:af,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-79,,,1051764121637,1743180179.6836407,2025-03-28 18:42:59.683641
260,413,d8:21:da:86:f5:ae,d8:21:da:86:f5:ae,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-80,,,1051764224037,1743180179.7349956,2025-03-28 18:42:59.734996
261,399,26:b1:b5:86:71:aa,26:b1:b5:86:71:aa,ff:ff:ff:ff:ff:ff,0x0008,0,6,100,5500,5,False,False,-86,,,6673688473607,1743180179.752828,2025-03-28 18:42:59.752828
262,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-92,,,,1743180180.571407,2025-03-28 18:43:00.571407
263,80,c0:94:ad:9e:5d:cc,0c:8e:29:5c:9a:5c,c0:94:ad:9e:5d:cc,0x0024,2,6,116,5580,5,True,False,-95,,,,1743180180.5743437,2025-03-28 18:43:00.574344
