packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
568,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400089805201,1742833066.852131,2025-03-24 18:17:46.852131
569,263,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,4e:1c:be:09:a7:5c,0x0005,0,1,1,2412,4,False,False,-87,,,4253360491,1742833066.85563,2025-03-24 18:17:46.855630
570,263,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,4e:1c:be:09:a7:5c,0x0005,0,1,1,2412,4,True,False,-87,,,4253362904,1742833066.858053,2025-03-24 18:17:46.858053
571,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4253389198,1742833066.884256,2025-03-24 18:17:46.884256
572,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-82,,,,1742833066.947843,2025-03-24 18:17:46.947843
573,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400089907822,1742833066.954746,2025-03-24 18:17:46.954746
574,84,,12:f4:f0:24:b1:92,26:29:06:53:94:66,0x0019,1,6,1,2412,6,False,False,-88,,,,1742833066.975376,2025-03-24 18:17:46.975376
575,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4253491593,1742833066.986596,2025-03-24 18:17:46.986596
576,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400090010026,1742833067.056703,2025-03-24 18:17:47.056703
577,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4253594000,1742833067.089219,2025-03-24 18:17:47.089219
578,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400090112394,1742833067.159294,2025-03-24 18:17:47.159294
579,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4253696393,1742833067.191472,2025-03-24 18:17:47.191472
580,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400090214819,1742833067.261744,2025-03-24 18:17:47.261744
581,66,,,26:29:06:53:94:66,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833067.266431,2025-03-24 18:17:47.266431
582,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4253798798,1742833067.293727,2025-03-24 18:17:47.293727
583,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400090317198,1742833067.363868,2025-03-24 18:17:47.363868
584,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4253901200,1742833067.396106,2025-03-24 18:17:47.396106
585,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400090419599,1742833067.46652,2025-03-24 18:17:47.466520
586,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4254003599,1742833067.498765,2025-03-24 18:17:47.498765
587,414,34:36:54:d4:79:03,34:36:54:d4:79:03,24:52:6a:cd:3a:ad,0x0005,0,1,1,2412,4,False,False,-25,,,2400090473350,1742833067.520969,2025-03-24 18:17:47.520969
588,414,34:36:54:d4:79:03,34:36:54:d4:79:03,24:52:6a:cd:3a:ad,0x0005,0,1,1,2412,4,False,False,-25,,,2400090476476,1742833067.523604,2025-03-24 18:17:47.523604
589,414,34:36:54:d4:79:03,34:36:54:d4:79:03,24:52:6a:cd:3a:ad,0x0005,0,1,1,2412,4,False,False,-25,,,2400090479592,1742833067.526666,2025-03-24 18:17:47.526666
590,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833067.543507,2025-03-24 18:17:47.543507
591,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400090521993,1742833067.568907,2025-03-24 18:17:47.568907
592,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833067.593807,2025-03-24 18:17:47.593807
593,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4254105998,1742833067.601125,2025-03-24 18:17:47.601125
594,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833067.640678,2025-03-24 18:17:47.640678
595,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-26,,,2400090624412,1742833067.671267,2025-03-24 18:17:47.671267
596,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833067.691201,2025-03-24 18:17:47.691201
597,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4254208397,1742833067.703567,2025-03-24 18:17:47.703567
598,193,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,01:00:5e:00:00:fb,0x0020,2,1,1,2412,4,False,False,-88,,,,1742833067.70462,2025-03-24 18:17:47.704620
599,208,ff:ff:ff:ff:ff:ff,74:06:35:1c:37:a0,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-89,,,,1742833067.749736,2025-03-24 18:17:47.749736
600,208,ff:ff:ff:ff:ff:ff,74:06:35:1c:37:a0,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-89,,,,1742833067.751205,2025-03-24 18:17:47.751205
601,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090706960,1742833067.754296,2025-03-24 18:17:47.754296
602,66,,,34:36:54:d4:79:03,0x001d,1,1,1,2412,4,False,False,-89,,,,1742833067.754318,2025-03-24 18:17:47.754318
603,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090710404,1742833067.757761,2025-03-24 18:17:47.757761
604,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090713539,1742833067.760927,2025-03-24 18:17:47.760927
605,66,,,34:36:54:d4:79:03,0x001d,1,1,1,2412,4,False,False,-91,,,,1742833067.76095,2025-03-24 18:17:47.760950
606,208,ff:ff:ff:ff:ff:ff,74:06:35:1c:37:a0,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-89,,,,1742833067.762677,2025-03-24 18:17:47.762677
607,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090718449,1742833067.765806,2025-03-24 18:17:47.765806
608,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090721583,1742833067.768939,2025-03-24 18:17:47.768939
609,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090724700,1742833067.772092,2025-03-24 18:17:47.772092
610,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-26,,,2400090727816,1742833067.774716,2025-03-24 18:17:47.774716
611,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090730462,1742833067.777608,2025-03-24 18:17:47.777608
612,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090733596,1742833067.780671,2025-03-24 18:17:47.780671
613,414,34:36:54:d4:79:03,34:36:54:d4:79:03,74:06:35:1c:37:a0,0x0005,0,1,1,2412,4,False,False,-26,,,2400090736713,1742833067.783785,2025-03-24 18:17:47.783785
614,273,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4254310793,1742833067.805708,2025-03-24 18:17:47.805708
615,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-26,,,2400090829221,1742833067.875841,2025-03-24 18:17:47.875841
616,273,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4254413200,1742833067.908121,2025-03-24 18:17:47.908121
617,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833067.930755,2025-03-24 18:17:47.930755
618,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400090931620,1742833067.978466,2025-03-24 18:17:47.978466
619,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-85,,,,1742833067.992341,2025-03-24 18:17:47.992341
620,273,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4254515600,1742833068.010737,2025-03-24 18:17:48.010737
621,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.012259,2025-03-24 18:17:48.012259
622,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091034028,1742833068.080807,2025-03-24 18:17:48.080807
623,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4254618000,1742833068.113104,2025-03-24 18:17:48.113104
624,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833068.12839,2025-03-24 18:17:48.128390
625,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091136788,1742833068.183583,2025-03-24 18:17:48.183583
626,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.193371,2025-03-24 18:17:48.193371
627,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4254720629,1742833068.215497,2025-03-24 18:17:48.215497
628,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.21838,2025-03-24 18:17:48.218380
629,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091253744,1742833068.300319,2025-03-24 18:17:48.300319
630,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4254822796,1742833068.317956,2025-03-24 18:17:48.317956
631,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091341222,1742833068.387881,2025-03-24 18:17:48.387881
632,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-87,,,4254925195,1742833068.420047,2025-03-24 18:17:48.420047
633,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.458907,2025-03-24 18:17:48.458907
634,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091443614,1742833068.4905,2025-03-24 18:17:48.490500
635,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833068.509829,2025-03-24 18:17:48.509829
636,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4255027599,1742833068.522721,2025-03-24 18:17:48.522721
637,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091546026,1742833068.592813,2025-03-24 18:17:48.592813
638,273,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4255129994,1742833068.625181,2025-03-24 18:17:48.625181
639,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.64767,2025-03-24 18:17:48.647670
640,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091648401,1742833068.695268,2025-03-24 18:17:48.695268
641,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833068.70085,2025-03-24 18:17:48.700850
642,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4255232397,1742833068.727505,2025-03-24 18:17:48.727505
643,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091750802,1742833068.797685,2025-03-24 18:17:48.797685
644,273,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4255334800,1742833068.830559,2025-03-24 18:17:48.830559
645,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.849574,2025-03-24 18:17:48.849574
646,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,False,False,-77,,,,1742833068.86418,2025-03-24 18:17:48.864180
647,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-25,,,,1742833068.864462,2025-03-24 18:17:48.864462
648,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,False,False,-25,,,,1742833068.86518,2025-03-24 18:17:48.865180
649,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.865934,2025-03-24 18:17:48.865934
650,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-25,,,,1742833068.866249,2025-03-24 18:17:48.866249
651,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.867112,2025-03-24 18:17:48.867112
652,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.86787,2025-03-24 18:17:48.867870
653,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-26,,,,1742833068.868186,2025-03-24 18:17:48.868186
654,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.869047,2025-03-24 18:17:48.869047
655,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.870742,2025-03-24 18:17:48.870742
656,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-25,,,,1742833068.870762,2025-03-24 18:17:48.870762
657,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.870989,2025-03-24 18:17:48.870989
658,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.872077,2025-03-24 18:17:48.872077
659,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-26,,,,1742833068.872098,2025-03-24 18:17:48.872098
660,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-26,,,,1742833068.872922,2025-03-24 18:17:48.872922
661,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.873737,2025-03-24 18:17:48.873737
662,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.874657,2025-03-24 18:17:48.874657
663,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.875689,2025-03-24 18:17:48.875689
664,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.87697,2025-03-24 18:17:48.876970
665,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.877117,2025-03-24 18:17:48.877117
666,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-76,,,,1742833068.877883,2025-03-24 18:17:48.877883
667,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.878513,2025-03-24 18:17:48.878513
668,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.879153,2025-03-24 18:17:48.879153
669,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.880028,2025-03-24 18:17:48.880028
670,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.881036,2025-03-24 18:17:48.881036
671,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.881058,2025-03-24 18:17:48.881058
672,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.882128,2025-03-24 18:17:48.882128
673,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.882327,2025-03-24 18:17:48.882327
674,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-77,,,,1742833068.883077,2025-03-24 18:17:48.883077
675,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.883918,2025-03-24 18:17:48.883918
676,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-25,,,,1742833068.885008,2025-03-24 18:17:48.885008
677,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091853393,1742833068.900257,2025-03-24 18:17:48.900257
678,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-87,,,,1742833068.913183,2025-03-24 18:17:48.913183
679,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4255437195,1742833068.932294,2025-03-24 18:17:48.932294
680,66,,,f6:16:de:43:81:3d,0x001d,1,1,1,2412,4,False,False,-88,,,,1742833068.979921,2025-03-24 18:17:48.979921
681,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400091955918,1742833069.002504,2025-03-24 18:17:49.002504
682,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4255539599,1742833069.034682,2025-03-24 18:17:49.034682
683,66,,,f6:16:de:43:81:3d,0x001c,1,11,1,2412,4,False,False,-86,,,,1742833069.042211,2025-03-24 18:17:49.042211
684,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092058022,1742833069.104605,2025-03-24 18:17:49.104605
685,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4255641996,1742833069.137097,2025-03-24 18:17:49.137097
686,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-81,,,,1742833069.172573,2025-03-24 18:17:49.172573
687,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-81,,,,1742833069.173241,2025-03-24 18:17:49.173241
688,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400092160423,1742833069.207277,2025-03-24 18:17:49.207277
689,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4255744401,1742833069.239458,2025-03-24 18:17:49.239458
690,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,0,1,1,2412,4,False,False,-81,,,,1742833069.273564,2025-03-24 18:17:49.273564
691,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092262819,1742833069.311551,2025-03-24 18:17:49.311551
692,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4255846799,1742833069.341576,2025-03-24 18:17:49.341576
693,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092365197,1742833069.411987,2025-03-24 18:17:49.411987
694,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4255949200,1742833069.444006,2025-03-24 18:17:49.444006
695,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092467598,1742833069.514345,2025-03-24 18:17:49.514345
696,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4256051593,1742833069.546654,2025-03-24 18:17:49.546654
697,66,,,f6:16:de:43:81:3d,0x001c,1,11,1,2412,4,False,False,-88,,,,1742833069.590171,2025-03-24 18:17:49.590171
698,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092570005,1742833069.616578,2025-03-24 18:17:49.616578
699,66,,,f6:16:de:43:81:3d,0x001c,1,11,1,2412,4,False,False,-87,,,,1742833069.637208,2025-03-24 18:17:49.637208
700,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-86,,,4256153995,1742833069.649029,2025-03-24 18:17:49.649029
701,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-24,,,2400092672405,1742833069.718951,2025-03-24 18:17:49.718951
702,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-25,,,2400092774796,1742833069.821334,2025-03-24 18:17:49.821334
703,80,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0024,2,24,1,2412,6,False,False,-68,,,,1742833069.829563,2025-03-24 18:17:49.829563
704,66,,,06:09:51:6a:a9:b3,0x001d,1,24,1,2412,6,False,False,-27,,,,1742833069.829594,2025-03-24 18:17:49.829594
705,76,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0018,1,1,1,2412,4,False,False,-25,,,,1742833069.82997,2025-03-24 18:17:49.829970
706,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,1,1,2412,4,False,False,-71,,,,1742833069.83043,2025-03-24 18:17:49.830430
707,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-27,,,,1742833069.830471,2025-03-24 18:17:49.830471
708,195,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742833069.830542,2025-03-24 18:17:49.830542
709,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742833069.830588,2025-03-24 18:17:49.830588
710,76,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0018,1,1,1,2412,4,False,False,-24,,,,1742833069.831057,2025-03-24 18:17:49.831057
711,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,1,1,2412,4,False,False,-71,,,,1742833069.831516,2025-03-24 18:17:49.831516
712,76,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0018,1,1,1,2412,4,False,False,-24,,,,1742833069.831932,2025-03-24 18:17:49.831932
713,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,1,1,2412,4,False,False,-71,,,,1742833069.83239,2025-03-24 18:17:49.832390
714,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-85,,,4256358794,1742833069.85356,2025-03-24 18:17:49.853560
