packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
1667,669,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3524258,2025-03-24 14:07:25.352426
1668,676,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3524823,2025-03-24 14:07:25.352482
1669,676,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3525672,2025-03-24 14:07:25.352567
1670,676,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3526433,2025-03-24 14:07:25.352643
1671,676,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3527222,2025-03-24 14:07:25.352722
1672,676,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.352782,2025-03-24 14:07:25.352782
1673,213,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3527892,2025-03-24 14:07:25.352789
1674,827,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.35291,2025-03-24 14:07:25.352910
1675,214,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.352915,2025-03-24 14:07:25.352915
1676,829,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3530645,2025-03-24 14:07:25.353065
1677,829,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.353092,2025-03-24 14:07:25.353092
1678,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-67,,,,1742818045.3532262,2025-03-24 14:07:25.353226
1679,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-69,,,,1742818045.3532822,2025-03-24 14:07:25.353282
1680,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3533082,2025-03-24 14:07:25.353308
1681,408,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-68,,7,,1742818045.3534544,2025-03-24 14:07:25.353454
1682,66,,,06:09:51:6a:a9:b3,0x001d,1,24,1,2412,6,False,False,-34,,,,1742818045.3534687,2025-03-24 14:07:25.353469
1683,72,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x001b,1,24,1,2412,6,False,False,-33,,,,1742818045.3544672,2025-03-24 14:07:25.354467
1684,66,,,34:36:54:d4:79:03,0x001c,1,6,1,2412,6,False,False,-68,,,,1742818045.3544762,2025-03-24 14:07:25.354476
1685,829,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3546839,2025-03-24 14:07:25.354684
1686,827,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3547623,2025-03-24 14:07:25.354762
1687,833,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.35487,2025-03-24 14:07:25.354870
1688,833,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3549428,2025-03-24 14:07:25.354943
1689,833,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.35505,2025-03-24 14:07:25.355050
1690,833,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3551335,2025-03-24 14:07:25.355134
1691,833,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3552616,2025-03-24 14:07:25.355262
1692,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-68,,,,1742818045.3552866,2025-03-24 14:07:25.355287
1693,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.355503,2025-03-24 14:07:25.355503
1694,211,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3555343,2025-03-24 14:07:25.355534
1695,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-69,,,,1742818045.3556418,2025-03-24 14:07:25.355642
1696,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3575594,2025-03-24 14:07:25.357559
1697,993,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3575697,2025-03-24 14:07:25.357570
1698,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-68,,,,1742818045.3575745,2025-03-24 14:07:25.357574
1699,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-33,,,,1742818045.3612173,2025-03-24 14:07:25.361217
1700,995,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3612378,2025-03-24 14:07:25.361238
1701,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-68,,,,1742818045.3615043,2025-03-24 14:07:25.361504
1702,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3627253,2025-03-24 14:07:25.362725
1703,995,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3629081,2025-03-24 14:07:25.362908
1704,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,6,1,2412,6,False,False,-68,,,,1742818045.3629527,2025-03-24 14:07:25.362953
1705,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3653526,2025-03-24 14:07:25.365353
1706,995,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3655455,2025-03-24 14:07:25.365546
1707,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.3655534,2025-03-24 14:07:25.365553
1708,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3680272,2025-03-24 14:07:25.368027
1709,990,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3682091,2025-03-24 14:07:25.368209
1710,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3682175,2025-03-24 14:07:25.368217
1711,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3710558,2025-03-24 14:07:25.371056
1712,999,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3712478,2025-03-24 14:07:25.371248
1713,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3712585,2025-03-24 14:07:25.371258
1714,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-69,,,,1742818045.3729188,2025-03-24 14:07:25.372919
1715,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3729365,2025-03-24 14:07:25.372936
1716,1253,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-68,,7,,1742818045.3731575,2025-03-24 14:07:25.373158
1717,84,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0019,1,24,1,2412,6,False,False,-34,,,,1742818045.3733294,2025-03-24 14:07:25.373329
1718,403,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-68,,7,,1742818045.3734062,2025-03-24 14:07:25.373406
1719,66,,,06:09:51:6a:a9:b3,0x001d,1,24,1,2412,6,False,False,-33,,,,1742818045.3734312,2025-03-24 14:07:25.373431
1720,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-69,,,,1742818045.3744717,2025-03-24 14:07:25.374472
1721,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-33,,,,1742818045.3744915,2025-03-24 14:07:25.374491
1722,1255,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-68,,7,,1742818045.3745008,2025-03-24 14:07:25.374501
1723,84,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0019,1,24,1,2412,6,False,False,-34,,,,1742818045.3763425,2025-03-24 14:07:25.376343
1724,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3791888,2025-03-24 14:07:25.379189
1725,999,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.379214,2025-03-24 14:07:25.379214
1726,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3792222,2025-03-24 14:07:25.379222
1727,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3821282,2025-03-24 14:07:25.382128
1728,999,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3821526,2025-03-24 14:07:25.382153
1729,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.3821614,2025-03-24 14:07:25.382161
1730,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3848214,2025-03-24 14:07:25.384821
1731,999,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3848462,2025-03-24 14:07:25.384846
1732,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3848546,2025-03-24 14:07:25.384855
1733,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3872583,2025-03-24 14:07:25.387258
1734,999,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3872802,2025-03-24 14:07:25.387280
1735,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3872871,2025-03-24 14:07:25.387287
1736,72,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x001b,1,24,1,2412,6,False,False,-34,,,,1742818045.3881714,2025-03-24 14:07:25.388171
1737,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-69,,,,1742818045.3881886,2025-03-24 14:07:25.388189
1738,217,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3881931,2025-03-24 14:07:25.388193
1739,220,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3882005,2025-03-24 14:07:25.388201
1740,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.388203,2025-03-24 14:07:25.388203
1741,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,0,1,1,2412,4,False,False,-33,,,2385068339622,1742818045.39124,2025-03-24 14:07:25.391240
1742,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3912606,2025-03-24 14:07:25.391261
1743,800,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3914201,2025-03-24 14:07:25.391420
1744,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3914301,2025-03-24 14:07:25.391430
1745,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-68,,,,1742818045.3927197,2025-03-24 14:07:25.392720
1746,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.392737,2025-03-24 14:07:25.392737
1747,403,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-68,,7,,1742818045.3927433,2025-03-24 14:07:25.392743
1748,66,,,06:09:51:6a:a9:b3,0x001d,1,24,1,2412,6,False,False,-34,,,,1742818045.3927507,2025-03-24 14:07:25.392751
1749,82,34:36:54:d4:79:03,34:c9:3d:d1:0a:33,34:36:54:d4:79:03,0x002c,2,6,1,2412,6,False,False,-84,,,,1742818045.3927565,2025-03-24 14:07:25.392756
1750,66,,,34:c9:3d:d1:0a:33,0x001d,1,6,1,2412,6,False,False,-34,,,,1742818045.3927855,2025-03-24 14:07:25.392786
1751,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3935742,2025-03-24 14:07:25.393574
1752,802,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.393595,2025-03-24 14:07:25.393595
1753,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.3936017,2025-03-24 14:07:25.393602
1754,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.395527,2025-03-24 14:07:25.395527
1755,802,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.395548,2025-03-24 14:07:25.395548
1756,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-68,,,,1742818045.3955545,2025-03-24 14:07:25.395555
1757,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.3980463,2025-03-24 14:07:25.398046
1758,802,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.3980675,2025-03-24 14:07:25.398067
1759,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.398074,2025-03-24 14:07:25.398074
1760,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.4002616,2025-03-24 14:07:25.400262
1761,798,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-36,,7,,1742818045.4002833,2025-03-24 14:07:25.400283
1762,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.40029,2025-03-24 14:07:25.400290
1763,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,False,False,-89,,,,1742818045.4020681,2025-03-24 14:07:25.402068
1764,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-33,,,,1742818045.4020898,2025-03-24 14:07:25.402090
1765,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-33,,,,1742818045.4032218,2025-03-24 14:07:25.403222
1766,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.404037,2025-03-24 14:07:25.404037
1767,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-32,,,,1742818045.40406,2025-03-24 14:07:25.404060
1768,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4051921,2025-03-24 14:07:25.405192
1769,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.4059854,2025-03-24 14:07:25.405985
1770,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-33,,,,1742818045.4060073,2025-03-24 14:07:25.406007
1771,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-33,,,,1742818045.4071553,2025-03-24 14:07:25.407155
1772,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-89,,,,1742818045.4078822,2025-03-24 14:07:25.407882
1773,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-33,,,,1742818045.4079497,2025-03-24 14:07:25.407950
1774,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-33,,,,1742818045.4090273,2025-03-24 14:07:25.409027
1775,94,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,34:36:54:d4:79:03,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.409573,2025-03-24 14:07:25.409573
1776,66,,,c4:82:e1:1e:ea:78,0x001d,1,1,1,2412,4,False,False,-32,,,,1742818045.4101622,2025-03-24 14:07:25.410162
1777,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4111257,2025-03-24 14:07:25.411126
1778,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-33,,,,1742818045.4121156,2025-03-24 14:07:25.412116
1779,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4123888,2025-03-24 14:07:25.412389
1780,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-89,,,,1742818045.4133873,2025-03-24 14:07:25.413387
1781,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.4137752,2025-03-24 14:07:25.413775
1782,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.414447,2025-03-24 14:07:25.414447
1783,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.4153175,2025-03-24 14:07:25.415318
1784,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.4162674,2025-03-24 14:07:25.416267
1785,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-87,,,,1742818045.416346,2025-03-24 14:07:25.416346
1786,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-88,,,,1742818045.4172447,2025-03-24 14:07:25.417245
1787,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-89,,,,1742818045.4179509,2025-03-24 14:07:25.417951
1788,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-89,,,,1742818045.4186487,2025-03-24 14:07:25.418649
1789,94,ec:f0:fe:de:31:8a,c4:82:e1:1e:ea:78,ec:f0:fe:de:31:8a,0x000b,0,1,1,2412,4,True,False,-89,,,,1742818045.41893,2025-03-24 14:07:25.418930
1790,72,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x001b,1,24,1,2412,6,False,False,-33,,,,1742818045.419318,2025-03-24 14:07:25.419318
1791,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-68,,,,1742818045.4193258,2025-03-24 14:07:25.419326
1792,806,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.419493,2025-03-24 14:07:25.419493
1793,806,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.4195843,2025-03-24 14:07:25.419584
1794,806,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.419692,2025-03-24 14:07:25.419692
1795,806,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.419774,2025-03-24 14:07:25.419774
1796,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-69,,,,1742818045.41981,2025-03-24 14:07:25.419810
1797,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4203625,2025-03-24 14:07:25.420362
1798,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4209027,2025-03-24 14:07:25.420903
1799,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4214623,2025-03-24 14:07:25.421462
1800,72,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x001b,1,24,1,2412,6,False,False,-33,,,,1742818045.421611,2025-03-24 14:07:25.421611
1801,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4224744,2025-03-24 14:07:25.422474
1802,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.4227443,2025-03-24 14:07:25.422744
1803,86,34:36:54:d4:79:03,34:36:54:d4:79:03,c4:82:e1:1e:ea:78,0x000b,0,1,1,2412,4,True,False,-32,,,,1742818045.423585,2025-03-24 14:07:25.423585
1804,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-68,,,,1742818045.4237022,2025-03-24 14:07:25.423702
1805,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-33,,,,1742818045.4237347,2025-03-24 14:07:25.423735
1806,1307,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-67,,7,,1742818045.4239874,2025-03-24 14:07:25.423987
1807,84,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0019,1,24,1,2412,6,False,False,-33,,,,1742818045.4266105,2025-03-24 14:07:25.426610
1808,402,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-67,,7,,1742818045.4266317,2025-03-24 14:07:25.426632
1809,66,,,06:09:51:6a:a9:b3,0x001d,1,24,1,2412,6,False,False,-33,,,,1742818045.4266384,2025-03-24 14:07:25.426638
1810,72,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x001b,1,24,1,2412,6,False,False,-68,,,,1742818045.4266403,2025-03-24 14:07:25.426640
1811,66,,,06:09:51:6a:a9:b3,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.4266477,2025-03-24 14:07:25.426648
1812,1313,34:36:54:d4:79:03,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0028,2,65,1,2412,7,False,False,-67,,7,,1742818045.4268696,2025-03-24 14:07:25.426870
1813,84,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0019,1,24,1,2412,6,False,False,-33,,,,1742818045.4268792,2025-03-24 14:07:25.426879
1814,72,,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x001b,1,6,1,2412,6,False,False,-34,,,,1742818045.4275181,2025-03-24 14:07:25.427518
1815,66,,,34:36:54:d4:79:03,0x001c,1,6,1,2412,6,False,False,-67,,,,1742818045.4275348,2025-03-24 14:07:25.427535
1816,806,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.4275415,2025-03-24 14:07:25.427541
1817,214,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.4275496,2025-03-24 14:07:25.427550
1818,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-67,,,,1742818045.4275541,2025-03-24 14:07:25.427554
1819,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-33,,,,1742818045.42777,2025-03-24 14:07:25.427770
1820,218,34:36:54:d4:79:03,34:36:54:d4:79:03,06:09:51:6a:a9:b3,0x0028,2,65,1,2412,7,False,False,-35,,7,,1742818045.4278407,2025-03-24 14:07:25.427841
1821,84,,06:09:51:6a:a9:b3,34:36:54:d4:79:03,0x0019,1,24,1,2412,6,False,False,-67,,,,1742818045.4278808,2025-03-24 14:07:25.427881
1822,66,,,34:36:54:d4:79:03,0x001c,1,24,1,2412,6,False,False,-34,,,,1742818045.4295008,2025-03-24 14:07:25.429501
